,collector,country,un_subregion,so_region,age_range,age_midpoint,gender,self_identification,occupation,occupation_group,experience_range,experience_midpoint,salary_range,salary_midpoint,big_mac_index,tech_do,tech_want,aliens,programming_ability,employment_status,industry,company_size_range,team_size_range,women_on_team,remote,job_satisfaction,job_discovery,dev_environment,commit_frequency,hobby,dogs_vs_cats,desktop_os,unit_testing,rep_range,visit_frequency,why_learn_new_tech,education,open_to_new_job,new_job_value,job_search_annoyance,interview_likelihood,how_to_improve_interview_process,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice,developer_challenges,why_stack_overflow
20318,Facebook,France,Western Europe,Western Europe,< 20,16.0,Male,Developer,"Executive (VP of Eng., CTO, CIO, etc.)","Executive (VP of Eng., CTO, CIO, etc.)",Less than 1 year,0.5,Rather not say,,4.41,Java; JavaScript; Node.js; PHP; Python; Ruby; SQL; SQL Server,C; JavaScript; PHP,No,3.0,I'm a student,,,,,,,,Notepad++; Sublime; Eclipse; PhpStorm,A couple times a week,10-20 hours per week,Cats,Windows 10,I don't know,I don't have an account,I have never been on Stack Overflow. I just love taking surveys.,I'm curious,"On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Equity; Ability to make or influence important decisions; Office location; Quality of colleagues; Flexible work hours,Writing cover letters,30%,Introduce me to the team; Show me the space in which I will work,Star Wars,Agree completely,Neutral,Agree somewhat,Agree completely,Agree somewhat,Agree somewhat,Neutral,Agree somewhat,Disagree somewhat,Disagree completely,This is somewhat important,This is very important,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,I don't care about this,This is somewhat important,Unrealistic expectations; Interacting with non-technical people; Poor infrastructure or equipment; Unspecific requirements; Limited resources,I don't really use Stack Overflow. I just take surveys.
20333,Facebook,France,Western Europe,Western Europe,20-24,22.0,Male,Developer; Engineer; Programmer; Full-stack Developer; Hacker,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,,,4.41,Java; JavaScript; Node.js,AngularJS; Java; JavaScript; Node.js; ReactJS; Redis; Scala,No,8.0,Employed full-time,Software Products,100-499 employees,1-4 people,0,Never,I love my job,I knew I wanted to work here. I sought out the opportunity directly,Emacs; IntelliJ,Multiple times a day,2-5 hours per week,Cats,Fedora,I don't know,I don't have an account,Once a day,I'm curious,Some college coursework in Computer Science (or related field); Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Tech stack; Work/life balance; Quality of colleagues; Building something that's significant,,40%,,Star Wars,Agree completely,Agree somewhat,Agree completely,Agree completely,Agree completely,Disagree completely,Disagree completely,Neutral,Disagree somewhat,Disagree completely,This is very important,This is very important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,Non-technical management; Interacting with non-technical people; Interacting with stupid people; Unspecific requirements,To get help for my job
20521,Facebook,France,Western Europe,Western Europe,20-24,22.0,Male,Developer; Engineer; Programmer,DevOps,DevOps,1 - 2 years,1.5,"$30,000 - $40,000",35000.0,4.41,AngularJS; Go; Python; Redis,Go; Python; Redis,Yes,7.0,Employed full-time,Internet,"1,000-4,999 employees",5-9 people,0,Never,I love my job,I knew I wanted to work here. I sought out the opportunity directly,Sublime; Vim; IPython / Jupyter,Multiple times a day,1-2 hours per week,Cats,Windows 10,Yes,2 - 100,Once a day,I'm curious,Masters Degree in Computer Science (or related field),I am not interested in new job opportunities,Salary; Industry; Quality of colleagues,Searching for a job that seems interesting,50%,Introduce me to the team; Show me the space in which I will work; Prepare me for who I will be speaking with,Star Wars,Agree somewhat,Agree completely,Agree completely,Agree somewhat,Agree completely,Agree somewhat,Neutral,Neutral,Neutral,Disagree completely,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,Fragile code base; Outdated technologies; Poor infrastructure or equipment,To get help for my job; To receive help on my personal projects
20670,Facebook,France,Western Europe,Western Europe,20-24,22.0,Male,Developer; Engineer; Programmer; Full-stack Developer,Data scientist,"Mathematics Developers (Data Scientists, Machine Learning Devs & Devs with Stats & Math Backgrounds)",6 - 10 years,8.0,"$60,000 - $70,000",65000.0,4.41,Go; Hadoop; Java; JavaScript; Matlab; PHP; Python; Redis; Scala; Spark; SQL,C++; Go; Haskell; MATLAB; PHP; Python; Redis; Ruby; Rust; Scala; Spark; SQL,No,8.0,I'm a student,,,,,,,,Atom; Sublime; Eclipse; IntelliJ; PyCharm,Multiple times a day,2-5 hours per week,Cats,Mac OS X,I don't know,"501 - 1,000",Once a week,To pursue career goals,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field); Masters Degree in Computer Science (or related field)",I am actively looking for a new job,Company size; Company culture; Company reputation,Writing cover letters,60%,Show me more live code; Show me the space in which I will work; Fewer brainteasers,Star Wars,Agree somewhat,Agree completely,Agree completely,Agree completely,Agree completely,Disagree somewhat,Agree somewhat,Neutral,Agree somewhat,Disagree completely,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,Inefficient development processes; Poor documentation; Changing requirements,To demonstrate that I'm good at what I do; I don't really use Stack Overflow. I just take surveys.
20713,Facebook,France,Western Europe,Western Europe,20-24,22.0,Male,Programmer; Ninja; Hacker,,,,,,,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20887,Facebook,France,Western Europe,Western Europe,30-34,32.0,Male,Developer; Engineer; Programmer; Sr. Developer; Ninja; Hacker,Desktop developer,Desktop developer,6 - 10 years,8.0,"$40,000 - $50,000",45000.0,4.41,"Android; Arduino / Raspberry Pi; C; C++; Cloud (AWS, GAE, Azure, etc.); JavaScript; Node.js; Windows Phone",Arduino / Raspberry Pi; C; C++; JavaScript; Node.js,Yes,10.0,Other (please specify),Other (please specify),100-499 employees,5-9 people,1,Never,I'm somewhat satisfied with my job,I knew I wanted to work here. I sought out the opportunity directly,Notepad++; Visual Studio; Visual Studio Code,A couple times a week,5-10 hours per week,Cats,Windows 10,Yes,101 - 500,Multiple times a day,I'm curious,I'm self-taught; On-the-job training; Masters Degree in Computer Science (or related field),I am not interested in new job opportunities,Salary; Tech stack; Work/life balance; Office location; Quality of colleagues; Building something that's innovative,Other (please specify),70%,Be more flexible about interview scheduling; Introduce me to the team; Show me the space in which I will work,Star Wars,Agree somewhat,Agree completely,Agree completely,Neutral,Agree somewhat,Neutral,Neutral,Agree somewhat,Agree completely,Neutral,I don't care about this,I don't care about this,I don't care about this,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,Inefficient development processes; Fragile code base; Unrealistic expectations,To get help for my job; To give help to others; To communicate with others like me; Beacause I love to learn
21034,Facebook,France,Western Europe,Western Europe,25-29,27.0,Male,Developer; Engineer; Programmer; Rockstar; Ninja,Back-end web developer,Back-end web developer,2 - 5 years,3.5,"$30,000 - $40,000",35000.0,4.41,Cordova; JavaScript; Node.js; PHP,Android; C; C++; JavaScript; Node.js; PHP; ReactJS; Ruby; Swift,Yes,8.0,Employed full-time,Retail,500-999 employees,5-9 people,1,Never,I'm neither satisfied nor dissatisfied,Contacted by external recruiter,Notepad++; Sublime; Vim; PhpStorm,Multiple times a day,5-10 hours per week,Cats,Mac OS X,Yes,101 - 500,Multiple times a day,I'm curious,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.)","I'm not actively looking, but I am open to new opportunities",Salary; Industry; Opportunity for advancement; Office location; Quality of colleagues; Company culture; Remote working option; Building something that's innovative,Searching for a job that seems interesting,30%,Show me more live code; Prepare me for who I will be speaking with,Star Wars,Agree completely,Agree completely,Agree somewhat,Agree somewhat,Agree somewhat,Disagree completely,Neutral,Disagree somewhat,Agree somewhat,Disagree somewhat,This is somewhat important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,This is very important,This is somewhat important,I don't care about this,Poor documentation; Outdated technologies; Interacting with stupid people,To get help for my job; To give help to others; Beacause I love to learn
21273,Facebook,France,Western Europe,Western Europe,25-29,27.0,Male,Developer; Programmer,Front-end web developer,Front-end web developer,2 - 5 years,3.5,"$20,000 - $30,000",25000.0,4.41,JavaScript; Node.js; PHP; Ruby,Arduino / Raspberry Pi; AngularJS; CoffeeScript; JavaScript; Node.js; Objective-C; PHP; Ruby; Swift,Yes,7.0,Employed full-time,Internet,20-99 employees,I am not on a team,0,Never,I'm somewhat dissatisfied with my job,A friend referred me,Atom; Sublime,Multiple times a day,Other (please specify),Cats,Windows 7,Yes,I don't have an account,Once a day,I'm curious,I'm self-taught; On-the-job training,"I'm not actively looking, but I am open to new opportunities",Salary; Work/life balance; Quality of colleagues; Flexible work hours; Building something that's innovative,Finding time to search for a job,10%,Introduce me to the team,Star Wars,Agree completely,Agree completely,Agree somewhat,Agree completely,Neutral,Agree somewhat,Neutral,Agree somewhat,Agree somewhat,Agree somewhat,I don't care about this,This is very important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is very important,I don't care about this,I don't care about this,I don't care about this,Poor team dynamics; Fragile code base; Unrealistic expectations,To get help for my job; To receive help on my personal projects; Beacause I love to learn
21655,Facebook,France,Western Europe,Western Europe,25-29,27.0,Male,Developer; Programmer; Manager,Mobile developer - Android,"Mobile Dev (Android, iOS, WP & Multi-Platform)",1 - 2 years,1.5,Other (please specify),,4.41,Android; C; C++; C#; Java; JavaScript; PHP; SQL; WordPress,"Android; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Python; Ruby",Yes,8.0,I'm a student,,,,,,,,Emacs; Notepad++; Android Studio; Eclipse; Visual Studio,Once a day,5-10 hours per week,Dogs,Ubuntu,Yes,I don't have an account,Once a day,I want to be a better developer,Part-time program (e.g. night school); Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Health insurance; Tech stack; Work/life balance; Opportunity for advancement; Quality of colleagues; Company culture; Building something that's innovative,Taking time off work to interview,80%,Offer remote interviews (e.g. via video conference); Introduce me to the team; Show me the space in which I will work,Star Wars,Agree completely,Agree completely,Agree somewhat,Neutral,Agree completely,Disagree completely,Neutral,Agree completely,Disagree somewhat,Agree somewhat,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,Poor team dynamics; Fragile code base; Poor documentation; Outdated technologies; Changing requirements,To get help for my job; Beacause I love to learn
21676,Facebook,France,Western Europe,Western Europe,20-24,22.0,Male,Developer; Programmer; Full-stack Developer; Hacker,,,,,,,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21768,Facebook,France,Western Europe,Western Europe,20-24,22.0,Male,Developer; Engineer; Programmer; Rockstar,Student,Student,2 - 5 years,3.5,"Less than $10,000",5000.0,4.41,JavaScript; PHP; Ruby; SQL,Android; JavaScript; PHP; Ruby,No,8.0,Employed part-time,Web Services,1-4 employees,1-4 people,0,Full-time remote,I'm somewhat satisfied with my job,Other,Sublime; Android Studio; RubyMine,Multiple times a day,2-5 hours per week,Dogs,Windows 8,Yes,I don't have an account,Multiple times a day,I want to be a better developer,On-the-job training; Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Ability to make or influence important decisions; Opportunity for advancement; Company culture,Taking time off work to interview,60%,Offer remote interviews (e.g. via video conference); Introduce me to the team; interview_coffee,,Agree somewhat,Neutral,Agree completely,Agree completely,Disagree completely,Disagree somewhat,Agree somewhat,Agree completely,Agree completely,Disagree completely,This is very important,This is somewhat important,I don't care about this,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,I don't care about this,I don't care about this,Fragile code base; Unrealistic expectations; Interacting with stupid people,To receive help on my personal projects; Beacause I love to learn
